start_time, end_time, class, beam, duration_minutes
2022-06-16 05:22:30, 2022-06-16 05:27:30, 1, 1, 5.0
2022-06-16 05:47:30, 2022-06-16 05:52:30, 1, 1, 5.0
2022-06-16 05:57:30, 2022-06-16 06:02:30, 1, 1, 5.0
2022-06-16 06:07:30, 2022-06-16 06:22:30, 1, 1, 15.0
2022-06-16 06:47:30, 2022-06-16 06:52:30, 1, 1, 5.0
2022-06-16 07:07:30, 2022-06-16 08:52:30, 1, 1, 105.0
2022-06-16 09:02:30, 2022-06-16 09:22:30, 1, 1, 20.0
2022-06-16 09:32:30, 2022-06-16 10:37:30, 1, 1, 65.0
2022-06-16 11:52:30, 2022-06-16 11:57:30, 1, 1, 5.0
2022-06-16 04:17:30, 2022-06-16 04:32:30, 3, 1, 15.0
2022-06-16 04:57:30, 2022-06-16 05:02:30, 3, 1, 5.0
2022-06-16 05:32:30, 2022-06-16 05:37:30, 3, 1, 5.0
2022-06-16 06:22:30, 2022-06-16 06:47:30, 3, 1, 25.0
2022-06-16 07:02:30, 2022-06-16 07:07:30, 3, 1, 5.0
2022-06-16 08:52:30, 2022-06-16 09:02:30, 3, 1, 10.0
2022-06-16 09:22:30, 2022-06-16 09:32:30, 3, 1, 10.0
2022-06-16 10:37:30, 2022-06-16 11:52:30, 3, 1, 75.0
2022-06-16 05:17:30, 2022-06-16 05:22:30, 1, 2, 5.0
2022-06-16 05:27:30, 2022-06-16 05:32:30, 1, 2, 5.0
2022-06-16 05:42:30, 2022-06-16 05:47:30, 1, 2, 5.0
2022-06-16 06:17:30, 2022-06-16 06:22:30, 1, 2, 5.0
2022-06-16 11:47:30, 2022-06-16 11:52:30, 1, 2, 5.0
2022-06-16 04:32:30, 2022-06-16 04:37:30, 3, 2, 5.0
2022-06-16 05:12:30, 2022-06-16 05:17:30, 3, 2, 5.0
2022-06-16 05:22:30, 2022-06-16 05:27:30, 3, 2, 5.0
2022-06-16 08:22:30, 2022-06-16 08:37:30, 1, 3, 15.0
2022-06-16 08:42:30, 2022-06-16 08:47:30, 1, 3, 5.0
2022-06-16 08:52:30, 2022-06-16 09:02:30, 1, 3, 10.0
2022-06-16 09:07:30, 2022-06-16 09:47:30, 1, 3, 40.0
2022-06-16 10:02:30, 2022-06-16 10:07:30, 1, 3, 5.0
2022-06-16 11:12:30, 2022-06-16 11:47:30, 1, 3, 35.0
2022-06-16 09:02:30, 2022-06-16 09:07:30, 3, 3, 5.0
2022-06-16 16:52:30, 2022-06-16 16:57:30, 3, 3, 5.0
2022-06-17 02:17:30, 2022-06-17 02:27:30, 1, 1, 10.0
2022-06-17 11:12:30, 2022-06-17 11:22:30, 1, 1, 10.0
2022-06-17 15:17:30, 2022-06-17 18:22:30, 1, 1, 185.0
2022-06-17 18:37:30, 2022-06-17 19:32:30, 1, 1, 55.0
2022-06-17 19:52:30, 2022-06-17 23:42:30, 1, 2, 230.0
2022-06-17 23:57:30, 2022-06-17 23:57:30, 1, 2, 0.0
2022-06-17 08:32:30, 2022-06-17 08:37:30, 3, 2, 5.0
2022-06-17 19:37:30, 2022-06-17 19:52:30, 3, 2, 15.0
2022-06-17 23:42:30, 2022-06-17 23:57:30, 3, 2, 15.0
2022-06-18 00:02:30, 2022-06-18 10:32:30, 1, 2, 630.0
2022-06-19 18:27:30, 2022-06-19 18:32:30, 3, 1, 5.0
2022-06-20 20:07:30, 2022-06-20 20:12:30, 3, 1, 5.0
2022-06-20 19:32:30, 2022-06-20 19:37:30, 3, 2, 5.0
2022-06-20 20:07:30, 2022-06-20 20:12:30, 3, 3, 5.0
2022-06-21 17:52:30, 2022-06-21 17:57:30, 1, 1, 5.0
2022-06-21 17:47:30, 2022-06-21 17:57:30, 1, 2, 10.0
2022-08-01 00:27:30, 2022-08-01 00:32:30, 1, 1, 5.0
2022-08-07 05:07:30, 2022-08-07 05:12:30, 1, 3, 5.0
2022-08-08 20:17:30, 2022-08-08 20:22:30, 3, 1, 5.0
2022-08-10 18:52:30, 2022-08-10 18:57:30, 1, 1, 5.0
2022-08-11 09:52:30, 2022-08-11 09:57:30, 1, 2, 5.0
2022-08-14 14:52:30, 2022-08-14 14:57:30, 1, 2, 5.0
2022-08-16 01:22:30, 2022-08-16 01:27:30, 1, 3, 5.0
2022-08-19 22:47:30, 2022-08-19 22:52:30, 1, 1, 5.0
2022-08-19 21:42:30, 2022-08-19 22:47:30, 3, 1, 65.0
2022-08-19 21:22:30, 2022-08-19 21:32:30, 3, 2, 10.0
2022-08-25 10:22:30, 2022-08-25 10:27:30, 1, 1, 5.0
2022-08-25 23:12:30, 2022-08-25 23:22:30, 1, 2, 10.0
2022-08-26 20:17:30, 2022-08-26 20:22:30, 1, 1, 5.0
2022-08-29 14:32:30, 2022-08-29 14:37:30, 3, 1, 5.0
2022-08-29 14:37:30, 2022-08-29 14:42:30, 1, 3, 5.0
2022-08-29 15:27:30, 2022-08-29 15:32:30, 1, 3, 5.0
2022-10-05 02:37:30, 2022-10-05 02:42:30, 1, 3, 5.0
2022-10-05 02:57:30, 2022-10-05 03:42:30, 1, 3, 45.0
2022-10-05 07:27:30, 2022-10-05 08:02:30, 1, 3, 35.0
2022-10-05 08:12:30, 2022-10-05 13:57:30, 1, 3, 345.0
2022-10-05 14:02:30, 2022-10-05 15:02:30, 1, 3, 60.0
2022-10-05 15:22:30, 2022-10-05 15:42:30, 1, 3, 20.0
2022-10-05 15:52:30, 2022-10-05 16:02:30, 1, 3, 10.0
2022-10-05 16:27:30, 2022-10-05 17:12:30, 1, 3, 45.0
2022-10-05 17:22:30, 2022-10-05 17:52:30, 1, 3, 30.0
2022-10-05 18:17:30, 2022-10-05 18:37:30, 1, 3, 20.0
2022-10-05 18:42:30, 2022-10-05 18:47:30, 1, 3, 5.0
2022-10-05 18:52:30, 2022-10-05 19:47:30, 1, 3, 55.0
2022-10-05 19:57:30, 2022-10-05 20:02:30, 1, 3, 5.0
2022-10-05 20:17:30, 2022-10-05 21:02:30, 1, 3, 45.0
2022-10-05 21:12:30, 2022-10-05 21:42:30, 1, 3, 30.0
2022-10-05 21:52:30, 2022-10-05 22:02:30, 1, 3, 10.0
2022-10-05 22:17:30, 2022-10-05 22:22:30, 1, 3, 5.0
2022-10-05 03:42:30, 2022-10-05 07:27:30, 3, 3, 225.0
2022-10-05 08:02:30, 2022-10-05 08:12:30, 3, 3, 10.0
2022-10-06 10:47:30, 2022-10-06 10:52:30, 1, 3, 5.0
2022-10-08 18:37:30, 2022-10-08 18:42:30, 1, 3, 5.0
2022-10-13 14:42:30, 2022-10-13 14:47:30, 3, 1, 5.0
2022-10-13 05:02:30, 2022-10-13 05:07:30, 1, 2, 5.0
2022-10-18 16:02:30, 2022-10-18 16:07:30, 3, 1, 5.0
2022-10-18 16:02:30, 2022-10-18 16:07:30, 3, 3, 5.0
2022-10-21 12:07:30, 2022-10-21 12:12:30, 1, 1, 5.0
2022-10-21 12:12:30, 2022-10-21 12:22:30, 3, 1, 10.0
2022-10-21 12:22:30, 2022-10-21 12:32:30, 3, 3, 10.0
2022-10-24 02:12:30, 2022-10-24 02:17:30, 1, 1, 5.0
2022-10-24 02:12:30, 2022-10-24 02:17:30, 3, 2, 5.0
2022-10-24 04:37:30, 2022-10-24 04:42:30, 1, 3, 5.0
2022-10-24 02:12:30, 2022-10-24 02:17:30, 3, 3, 5.0
2022-10-25 02:32:30, 2022-10-25 02:37:30, 3, 1, 5.0
2022-10-25 03:07:30, 2022-10-25 03:12:30, 1, 2, 5.0
2022-10-26 05:07:30, 2022-10-26 05:12:30, 3, 1, 5.0
2022-10-26 05:07:30, 2022-10-26 05:12:30, 3, 2, 5.0
2022-10-27 04:02:30, 2022-10-27 04:07:30, 1, 3, 5.0
2023-02-02 12:22:30, 2023-02-02 12:27:30, 3, 3, 5.0
2023-02-05 06:37:30, 2023-02-05 06:42:30, 1, 2, 5.0
2023-02-06 08:02:30, 2023-02-06 08:07:30, 3, 3, 5.0
2023-02-18 09:02:30, 2023-02-18 09:07:30, 1, 1, 5.0
2023-02-23 05:22:30, 2023-02-23 05:27:30, 1, 1, 5.0
2023-02-23 05:22:30, 2023-02-23 05:27:30, 1, 3, 5.0
2023-02-25 14:02:30, 2023-02-25 14:07:30, 1, 1, 5.0
2023-02-26 19:52:30, 2023-02-26 19:57:30, 3, 1, 5.0
2023-02-26 20:17:30, 2023-02-26 20:22:30, 3, 1, 5.0
2023-02-26 20:42:30, 2023-02-26 20:47:30, 3, 1, 5.0
2023-02-26 21:47:30, 2023-02-26 21:57:30, 3, 2, 10.0
2023-02-27 02:37:30, 2023-02-27 05:57:30, 1, 1, 200.0
2023-02-27 07:57:30, 2023-02-27 08:02:30, 1, 1, 5.0
2023-02-27 01:37:30, 2023-02-27 01:47:30, 3, 1, 10.0
2023-02-27 02:27:30, 2023-02-27 02:37:30, 3, 1, 10.0
2023-02-27 01:07:30, 2023-02-27 01:12:30, 1, 2, 5.0
2023-02-27 01:27:30, 2023-02-27 01:37:30, 3, 2, 10.0
2023-07-01 04:57:30, 2023-07-01 05:02:30, 1, 1, 5.0
2023-07-01 06:07:30, 2023-07-01 06:12:30, 1, 1, 5.0
2023-07-02 08:57:30, 2023-07-02 09:02:30, 1, 3, 5.0
2023-07-05 23:22:30, 2023-07-05 23:27:30, 3, 2, 5.0
2023-07-06 09:17:30, 2023-07-06 09:22:30, 1, 3, 5.0
2023-07-07 02:27:30, 2023-07-07 02:32:30, 1, 1, 5.0
2023-07-07 23:47:30, 2023-07-07 23:52:30, 3, 1, 5.0
2023-07-07 01:27:30, 2023-07-07 01:37:30, 1, 2, 10.0
2023-07-07 02:07:30, 2023-07-07 02:22:30, 1, 2, 15.0
2023-07-07 02:32:30, 2023-07-07 03:02:30, 1, 2, 30.0
2023-07-07 03:07:30, 2023-07-07 03:52:30, 1, 2, 45.0
2023-07-07 01:37:30, 2023-07-07 02:07:30, 3, 2, 30.0
2023-07-07 02:22:30, 2023-07-07 02:32:30, 3, 2, 10.0
2023-07-07 03:02:30, 2023-07-07 03:07:30, 3, 2, 5.0
2023-07-07 08:22:30, 2023-07-07 08:42:30, 1, 3, 20.0
2023-07-07 08:52:30, 2023-07-07 09:02:30, 1, 3, 10.0
2023-07-07 02:27:30, 2023-07-07 02:32:30, 3, 3, 5.0
2023-07-08 14:57:30, 2023-07-08 15:02:30, 1, 3, 5.0
2023-07-09 20:07:30, 2023-07-09 20:27:30, 1, 2, 20.0
2023-07-09 20:32:30, 2023-07-09 22:02:30, 1, 2, 90.0
2023-07-09 22:07:30, 2023-07-09 23:02:30, 1, 2, 55.0
2023-07-09 23:07:30, 2023-07-09 23:17:30, 1, 2, 10.0
2023-07-09 23:22:30, 2023-07-09 23:57:30, 1, 2, 35.0
2023-07-09 22:02:30, 2023-07-09 22:07:30, 3, 2, 5.0
2023-07-09 23:02:30, 2023-07-09 23:07:30, 3, 2, 5.0
2023-07-09 23:17:30, 2023-07-09 23:22:30, 3, 2, 5.0
2023-07-09 02:47:30, 2023-07-09 02:52:30, 1, 3, 5.0
2023-07-09 02:57:30, 2023-07-09 03:02:30, 1, 3, 5.0
2023-07-09 03:17:30, 2023-07-09 03:27:30, 1, 3, 10.0
2023-07-09 03:32:30, 2023-07-09 03:37:30, 1, 3, 5.0
2023-07-09 02:52:30, 2023-07-09 02:57:30, 3, 3, 5.0
2023-07-10 00:07:30, 2023-07-10 01:02:30, 1, 2, 55.0
2023-07-10 01:07:30, 2023-07-10 03:57:30, 1, 2, 170.0
2023-07-10 04:02:30, 2023-07-10 05:22:30, 1, 2, 80.0
2023-07-10 05:27:30, 2023-07-10 05:42:30, 1, 2, 15.0
2023-07-10 06:07:30, 2023-07-10 06:27:30, 1, 2, 20.0
2023-07-10 06:32:30, 2023-07-10 06:42:30, 1, 2, 10.0
2023-07-10 06:47:30, 2023-07-10 06:52:30, 1, 2, 5.0
2023-07-10 06:57:30, 2023-07-10 07:12:30, 1, 2, 15.0
2023-07-10 07:47:30, 2023-07-10 07:52:30, 1, 2, 5.0
2023-07-10 00:02:30, 2023-07-10 00:07:30, 3, 2, 5.0
2023-07-10 01:02:30, 2023-07-10 01:07:30, 3, 2, 5.0
2023-07-10 00:57:30, 2023-07-10 01:02:30, 1, 3, 5.0
2023-07-10 07:12:30, 2023-07-10 07:47:30, 1, 3, 35.0
2023-07-10 01:02:30, 2023-07-10 01:07:30, 3, 3, 5.0
2023-07-11 04:37:30, 2023-07-11 04:42:30, 1, 3, 5.0
2023-07-11 12:12:30, 2023-07-11 12:22:30, 1, 3, 10.0
2023-07-13 22:22:30, 2023-07-13 22:27:30, 1, 3, 5.0
2023-07-15 04:42:30, 2023-07-15 04:47:30, 1, 2, 5.0
2023-07-15 04:52:30, 2023-07-15 05:02:30, 1, 2, 10.0
2023-07-15 05:07:30, 2023-07-15 05:12:30, 1, 2, 5.0
2023-07-15 05:37:30, 2023-07-15 05:42:30, 1, 2, 5.0
2023-07-15 05:47:30, 2023-07-15 05:52:30, 1, 2, 5.0
2023-07-15 05:57:30, 2023-07-15 06:02:30, 1, 2, 5.0
2023-07-15 06:07:30, 2023-07-15 06:22:30, 1, 2, 15.0
2023-07-15 06:47:30, 2023-07-15 06:57:30, 1, 2, 10.0
2023-07-15 07:57:30, 2023-07-15 15:47:30, 1, 2, 470.0
2023-07-15 04:37:30, 2023-07-15 04:42:30, 3, 2, 5.0
2023-07-15 04:47:30, 2023-07-15 04:52:30, 3, 2, 5.0
2023-07-15 05:02:30, 2023-07-15 05:07:30, 3, 2, 5.0
2023-07-15 05:12:30, 2023-07-15 05:22:30, 3, 2, 10.0
2023-07-15 05:32:30, 2023-07-15 05:37:30, 3, 2, 5.0
2023-07-15 05:42:30, 2023-07-15 05:47:30, 3, 2, 5.0
2023-07-15 03:07:30, 2023-07-15 03:22:30, 1, 3, 15.0
2023-07-15 03:32:30, 2023-07-15 03:42:30, 1, 3, 10.0
2023-07-15 04:17:30, 2023-07-15 04:22:30, 1, 3, 5.0
2023-07-15 08:07:30, 2023-07-15 08:12:30, 1, 3, 5.0
2023-07-15 16:17:30, 2023-07-15 16:22:30, 1, 3, 5.0
2023-07-18 10:37:30, 2023-07-18 10:47:30, 1, 2, 10.0
2023-07-18 11:07:30, 2023-07-18 11:12:30, 1, 3, 5.0
2023-07-19 05:07:30, 2023-07-19 05:12:30, 1, 3, 5.0
2023-07-20 18:47:30, 2023-07-20 18:52:30, 1, 1, 5.0
2023-07-20 19:57:30, 2023-07-20 20:02:30, 1, 2, 5.0
2023-07-22 07:42:30, 2023-07-22 07:52:30, 1, 1, 10.0
2023-07-22 07:32:30, 2023-07-22 07:42:30, 3, 1, 10.0
2023-07-22 07:57:30, 2023-07-22 10:17:30, 1, 3, 140.0
2023-07-22 10:27:30, 2023-07-22 13:02:30, 1, 3, 155.0
2023-07-22 07:52:30, 2023-07-22 07:57:30, 3, 3, 5.0
2023-07-22 10:17:30, 2023-07-22 10:27:30, 3, 3, 10.0
2023-07-23 13:57:30, 2023-07-23 14:02:30, 1, 1, 5.0
2023-07-26 19:27:30, 2023-07-26 19:32:30, 1, 3, 5.0
2023-07-29 14:42:30, 2023-07-29 14:47:30, 1, 3, 5.0
2023-07-31 19:22:30, 2023-07-31 19:27:30, 1, 1, 5.0
2024-02-09 21:07:30, 2024-02-09 21:12:30, 1, 1, 5.0
2024-02-16 11:02:30, 2024-02-16 12:02:30, 1, 1, 60.0
2024-02-16 12:07:30, 2024-02-16 12:47:30, 1, 1, 40.0
2024-02-16 12:57:30, 2024-02-16 18:52:30, 1, 1, 355.0
2024-02-16 12:02:30, 2024-02-16 12:07:30, 3, 1, 5.0
2024-02-16 12:47:30, 2024-02-16 12:57:30, 3, 1, 10.0
2024-02-16 19:07:30, 2024-02-16 19:12:30, 3, 1, 5.0
2024-02-16 08:47:30, 2024-02-16 09:02:30, 1, 2, 15.0
2024-02-16 09:12:30, 2024-02-16 09:22:30, 1, 2, 10.0
2024-02-16 10:07:30, 2024-02-16 10:12:30, 1, 2, 5.0
2024-02-16 10:17:30, 2024-02-16 10:27:30, 1, 2, 10.0
2024-02-16 10:37:30, 2024-02-16 10:57:30, 1, 2, 20.0
2024-02-16 09:02:30, 2024-02-16 09:12:30, 3, 2, 10.0
2024-02-16 09:22:30, 2024-02-16 09:52:30, 3, 2, 30.0
2024-02-16 09:57:30, 2024-02-16 10:07:30, 3, 2, 10.0
2024-02-17 01:12:30, 2024-02-17 01:32:30, 1, 1, 20.0
2024-02-17 02:07:30, 2024-02-17 04:12:30, 1, 1, 125.0
2024-02-17 04:17:30, 2024-02-17 05:02:30, 1, 1, 45.0
2024-02-17 05:07:30, 2024-02-17 05:52:30, 1, 1, 45.0
2024-02-17 05:57:30, 2024-02-17 11:37:30, 1, 1, 340.0
2024-02-17 11:52:30, 2024-02-17 12:32:30, 1, 1, 40.0
2024-02-17 01:32:30, 2024-02-17 02:07:30, 3, 1, 35.0
2024-02-17 04:12:30, 2024-02-17 04:17:30, 3, 1, 5.0
2024-02-17 05:02:30, 2024-02-17 05:07:30, 3, 1, 5.0
2024-02-17 05:52:30, 2024-02-17 05:57:30, 3, 1, 5.0
2024-02-17 11:47:30, 2024-02-17 11:52:30, 3, 1, 5.0
2024-02-17 13:42:30, 2024-02-17 13:52:30, 1, 2, 10.0
2024-02-17 16:17:30, 2024-02-17 16:42:30, 1, 2, 25.0
2024-02-17 16:47:30, 2024-02-17 17:02:30, 1, 2, 15.0
2024-02-17 17:07:30, 2024-02-17 17:12:30, 1, 2, 5.0
2024-02-17 17:17:30, 2024-02-17 17:22:30, 1, 2, 5.0
2024-02-17 17:42:30, 2024-02-17 17:47:30, 1, 2, 5.0
2024-02-17 17:52:30, 2024-02-17 18:02:30, 1, 2, 10.0
2024-02-17 18:12:30, 2024-02-17 18:22:30, 1, 2, 10.0
2024-02-17 18:32:30, 2024-02-17 19:02:30, 1, 2, 30.0
2024-02-17 19:07:30, 2024-02-17 19:12:30, 1, 2, 5.0
2024-02-17 19:17:30, 2024-02-17 19:22:30, 1, 2, 5.0
2024-02-17 19:27:30, 2024-02-17 19:47:30, 1, 2, 20.0
2024-02-17 19:57:30, 2024-02-17 20:02:30, 1, 2, 5.0
2024-02-17 20:07:30, 2024-02-17 20:12:30, 1, 2, 5.0
2024-02-17 13:12:30, 2024-02-17 13:17:30, 3, 2, 5.0
2024-02-17 13:22:30, 2024-02-17 13:42:30, 3, 2, 20.0
2024-02-17 16:12:30, 2024-02-17 16:17:30, 3, 2, 5.0
2024-02-17 16:42:30, 2024-02-17 16:47:30, 3, 2, 5.0
2024-02-17 17:22:30, 2024-02-17 17:42:30, 3, 2, 20.0
2024-02-17 17:47:30, 2024-02-17 17:52:30, 3, 2, 5.0
2024-02-17 18:02:30, 2024-02-17 18:12:30, 3, 2, 10.0
2024-02-22 10:27:30, 2024-02-22 10:32:30, 1, 2, 5.0
2024-02-24 10:52:30, 2024-02-24 10:57:30, 1, 1, 5.0
2024-02-24 16:42:30, 2024-02-24 16:47:30, 1, 1, 5.0
2024-02-24 16:42:30, 2024-02-24 16:47:30, 3, 3, 5.0
2024-08-01 12:12:30, 2024-08-01 12:17:30, 1, 2, 5.0
2024-08-01 12:22:30, 2024-08-01 12:27:30, 1, 2, 5.0
2024-08-01 12:17:30, 2024-08-01 12:22:30, 3, 2, 5.0
2024-08-02 20:02:30, 2024-08-02 20:07:30, 1, 2, 5.0
2024-08-02 17:47:30, 2024-08-02 17:52:30, 3, 2, 5.0
2024-08-02 18:32:30, 2024-08-02 18:57:30, 3, 2, 25.0
2024-08-02 20:32:30, 2024-08-02 20:37:30, 3, 2, 5.0
2024-08-02 21:37:30, 2024-08-02 21:42:30, 3, 2, 5.0
2024-08-02 23:32:30, 2024-08-02 23:37:30, 3, 2, 5.0
2024-08-03 18:17:30, 2024-08-03 18:22:30, 1, 2, 5.0
2024-08-03 22:22:30, 2024-08-03 22:32:30, 1, 2, 10.0
2024-08-04 10:07:30, 2024-08-04 10:12:30, 1, 2, 5.0
2024-08-04 19:27:30, 2024-08-04 19:32:30, 1, 2, 5.0
2024-08-04 05:37:30, 2024-08-04 05:42:30, 3, 2, 5.0
2024-08-04 20:07:30, 2024-08-04 20:12:30, 1, 3, 5.0
2024-08-05 01:47:30, 2024-08-05 01:52:30, 3, 2, 5.0
2024-08-07 23:57:30, 2024-08-07 23:57:30, 1, 1, 0.0
2024-08-08 03:47:30, 2024-08-08 03:52:30, 1, 2, 5.0
2024-08-08 03:57:30, 2024-08-08 04:02:30, 1, 2, 5.0
2024-08-08 04:12:30, 2024-08-08 04:22:30, 1, 2, 10.0
2024-08-08 04:52:30, 2024-08-08 04:57:30, 1, 2, 5.0
2024-08-08 05:12:30, 2024-08-08 05:17:30, 1, 2, 5.0
2024-08-08 05:32:30, 2024-08-08 05:52:30, 1, 2, 20.0
2024-08-08 06:02:30, 2024-08-08 06:32:30, 1, 2, 30.0
2024-08-08 06:37:30, 2024-08-08 07:02:30, 1, 2, 25.0
2024-08-08 07:07:30, 2024-08-08 07:27:30, 1, 2, 20.0
2024-08-08 07:37:30, 2024-08-08 07:42:30, 1, 2, 5.0
2024-08-08 07:47:30, 2024-08-08 07:52:30, 1, 2, 5.0
2024-08-08 07:57:30, 2024-08-08 08:07:30, 1, 2, 10.0
2024-08-08 08:27:30, 2024-08-08 08:42:30, 1, 2, 15.0
2024-08-08 08:52:30, 2024-08-08 09:37:30, 1, 2, 45.0
2024-08-08 09:42:30, 2024-08-08 09:57:30, 1, 2, 15.0
2024-08-08 10:02:30, 2024-08-08 10:07:30, 1, 2, 5.0
2024-08-08 10:12:30, 2024-08-08 10:22:30, 1, 2, 10.0
2024-08-08 10:27:30, 2024-08-08 10:42:30, 1, 2, 15.0
2024-08-08 10:47:30, 2024-08-08 10:52:30, 1, 2, 5.0
2024-08-08 11:07:30, 2024-08-08 11:32:30, 1, 2, 25.0
2024-08-08 16:37:30, 2024-08-08 16:42:30, 3, 2, 5.0
2024-08-08 11:57:30, 2024-08-08 12:02:30, 1, 3, 5.0
2024-08-17 08:32:30, 2024-08-17 08:37:30, 1, 1, 5.0
2024-08-17 04:47:30, 2024-08-17 04:52:30, 1, 3, 5.0
2024-08-18 13:27:30, 2024-08-18 13:32:30, 3, 1, 5.0
2024-08-19 04:52:30, 2024-08-19 04:57:30, 1, 1, 5.0
2024-08-26 11:52:30, 2024-08-26 11:57:30, 3, 3, 5.0
2024-08-27 22:32:30, 2024-08-27 22:37:30, 1, 3, 5.0
2024-08-29 13:52:30, 2024-08-29 13:57:30, 1, 1, 5.0
2024-08-29 14:37:30, 2024-08-29 14:42:30, 1, 1, 5.0
2024-08-29 14:37:30, 2024-08-29 14:42:30, 3, 3, 5.0
2024-08-30 10:12:30, 2024-08-30 10:17:30, 3, 2, 5.0
2025-02-02 07:57:30, 2025-02-02 08:02:30, 1, 3, 5.0
2025-02-08 06:17:30, 2025-02-08 06:22:30, 1, 1, 5.0
2025-02-08 11:37:30, 2025-02-08 11:47:30, 1, 2, 10.0
2025-02-08 11:57:30, 2025-02-08 12:42:30, 1, 2, 45.0
2025-02-08 12:47:30, 2025-02-08 12:57:30, 1, 2, 10.0
2025-02-08 13:02:30, 2025-02-08 13:17:30, 1, 2, 15.0
2025-02-08 14:37:30, 2025-02-08 14:42:30, 1, 2, 5.0
2025-02-08 15:07:30, 2025-02-08 15:17:30, 1, 2, 10.0
2025-02-08 17:32:30, 2025-02-08 17:37:30, 1, 2, 5.0
2025-02-08 20:07:30, 2025-02-08 20:12:30, 1, 2, 5.0
2025-02-08 20:17:30, 2025-02-08 20:22:30, 1, 2, 5.0
2025-02-08 20:32:30, 2025-02-08 20:37:30, 1, 2, 5.0
2025-02-09 08:57:30, 2025-02-09 09:07:30, 1, 2, 10.0
2025-02-09 09:42:30, 2025-02-09 09:47:30, 1, 2, 5.0
2025-02-09 09:52:30, 2025-02-09 10:17:30, 1, 2, 25.0
2025-02-09 09:07:30, 2025-02-09 09:12:30, 3, 2, 5.0
2025-02-09 09:02:30, 2025-02-09 09:07:30, 1, 3, 5.0
2025-02-09 14:07:30, 2025-02-09 14:22:30, 1, 3, 15.0
2025-02-09 14:27:30, 2025-02-09 14:32:30, 1, 3, 5.0
2025-02-09 09:07:30, 2025-02-09 09:12:30, 3, 3, 5.0
2025-02-09 15:17:30, 2025-02-09 15:37:30, 3, 3, 20.0
2025-02-10 20:17:30, 2025-02-10 20:22:30, 3, 3, 5.0
2025-02-17 23:27:30, 2025-02-17 23:32:30, 3, 3, 5.0
